Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidad‹os;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Voters Total;Voters Voting;Voters Abstention;Residents Total;Residents 0-14;Residents 15-64;Residents 65+;Population without Education;Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;Employees per Sector Construction;Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;Employees per Economic Sector Banks;Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;Unemployment <25
Faro;22261.0;1180.0;0.0;0.0;0.0;0.0;1404.0;0.0;0.0;3122.0;0.0;0.0;0.0;0.0;0.0;0.0;8306.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;338.0;7911.0;0.0;0.0;0.0;a>b>c>d>e;56065.0;24475.0;31590.0;62015.0;9461.0;40687.0;11868.0;4508.0;10922.0;211.0;855.4;18966.0;1173.0;0.0;671.0;1755.0;4487.0;1981.0;285.0;17.0;185.0;4169.7;429.9
Lagoa;8597.0;468.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;700.0;0.0;0.0;0.0;3608.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3821.0;0.0;0.0;0.0;a>b>c>d>e;18503.0;9168.0;9335.0;22767.0;3581.0;14890.0;4297.0;1864.0;3547.0;82.0;812.9;7285.0;191.0;0.0;311.0;972.0;1278.0;458.0;61.0;12.0;87.0;1651.3;163.9
Lagos;10464.0;435.0;0.0;730.0;0.0;0.0;1542.0;0.0;0.0;1584.0;0.0;0.0;0.0;1982.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;0.0;4000.0;0.0;0.0;0.0;c>a>b>d>e;23762.0;11453.0;12309.0;30748.0;4987.0;19756.0;6006.0;2769.0;5378.0;97.0;736.6;8592.0;249.0;0.0;265.0;1011.0;1621.0;739.0;88.0;15.0;104.0;2197.1;248.7
Loul_;24871.0;0.0;564.0;0.0;0.0;0.0;723.0;0.0;0.0;1204.0;0.0;0.0;0.0;9389.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12991.0;0.0;0.0;0.0;b>a>c>d>e;57663.0;26875.0;30788.0;69508.0;10804.0;45098.0;13606.0;6866.0;11076.0;310.0;805.9;26545.0;837.0;0.0;938.0;2617.0;5323.0;4041.0;275.0;21.0;151.0;4629.8;442.5
Monchique;3482.0;0.0;0.0;0.0;0.0;0.0;385.0;0.0;0.0;181.0;0.0;0.0;0.0;1737.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1179.0;0.0;0.0;0.0;a>b>c>d>e;5165.0;3663.0;1502.0;5694.0;507.0;3274.0;1913.0;1088.0;778.0;9.0;660.9;1242.0;201.0;0.0;115.0;74.0;318.0;73.0;0.0;9.0;6.0;367.5;32.5
Olh‹o;14359.0;1471.0;492.0;0.0;0.0;0.0;946.0;0.0;0.0;1869.0;364.0;0.0;0.0;4115.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5102.0;0.0;0.0;0.0;a>b>c>d>e;37663.0;15652.0;22011.0;45209.0;7488.0;29454.0;8267.0;3878.0;6417.0;88.0;760.0;9104.0;1356.0;0.0;911.0;885.0;2127.0;797.0;76.0;65.0;46.0;3117.5;323.5
Portim‹o;17744.0;2419.0;0.0;0.0;3735.0;0.0;0.0;0.0;0.0;2385.0;0.0;0.0;0.0;3284.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5921.0;0.0;0.0;0.0;d>a>b>c>e;46478.0;19702.0;26776.0;55181.0;9314.0;35822.0;10045.0;4668.0;8648.0;203.0;795.4;14927.0;338.0;0.0;591.0;1243.0;2778.0;1270.0;181.0;12.0;99.0;4915.4;456.4
S‹o Br‡s de Alportel;4856.0;0.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;389.0;0.0;0.0;0.0;2052.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2321.0;0.0;0.0;0.0;b>a>c>d>e;8996.0;5080.0;3916.0;10545.0;1549.0;6706.0;2290.0;906.0;1687.0;29.0;771.9;2355.0;68.0;0.0;320.0;362.0;633.0;156.0;29.0;0.0;16.0;523.5;54.5
Silves;14689.0;806.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5495.0;0.0;0.0;0.0;4329.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4059.0;0.0;0.0;0.0;a>b>c>d>e;30547.0;15844.0;14703.0;36680.0;5247.0;23008.0;8426.0;4207.0;5327.0;66.0;754.9;7550.0;922.0;0.0;411.0;840.0;1964.0;520.0;67.0;55.0;47.0;2077.3;164.3
Tavira;11658.0;515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;866.0;0.0;0.0;0.0;0.0;0.0;0.0;4517.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5760.0;0.0;0.0;0.0;a>b>c>d>e;22778.0;12522.0;10256.0;25689.0;3480.0;15750.0;6459.0;3195.0;3815.0;96.0;717.2;5701.0;731.0;0.0;237.0;534.0;1223.0;379.0;54.0;50.0;43.0;1556.7;139.1
Vila do Bispo;2668.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.0;0.0;0.0;0.0;934.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1617.0;0.0;0.0;0.0;a>b>c>d>e;4192.0;2781.0;1411.0;5220.0;624.0;3250.0;1346.0;632.0;761.0;20.0;764.9;1928.0;184.0;0.0;49.0;277.0;309.0;121.0;8.0;0.0;5.0;246.3;26.2
Vila Real de Santo Ant—nio;8352.0;333.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;1147.0;0.0;0.0;0.0;4740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2034.0;0.0;0.0;0.0;a>b>c>d>e;16869.0;8841.0;8028.0;19062.0;2974.0;12337.0;3752.0;1591.0;2712.0;51.0;733.4;4777.0;387.0;0.0;258.0;353.0;1019.0;278.0;59.0;11.0;31.0;1645.5;197.7
Vila do Porto;3027.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.0;0.0;0.0;0.0;1971.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;987.0;0.0;0.0;0.0;a>b>c>d>e;5284.0;3100.0;2184.0;5648.0;939.0;3994.0;715.0;476.0;675.0;15.0;0.0;1174.0;269.0;0.0;49.0;161.0;272.0;120.0;12.0;0.0;0.0;0.0;0.0
Lagoa [R.A.A.];5951.0;0.0;327.0;0.0;0.0;0.0;0.0;0.0;0.0;113.0;0.0;0.0;0.0;1280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4231.0;0.0;0.0;0.0;b>a>c>d>e;12515.0;6238.0;6277.0;14636.0;2928.0;10157.0;1552.0;1208.0;1128.0;23.0;0.0;2535.0;267.0;0.0;319.0;362.0;555.0;453.0;24.0;0.0;6.0;0.0;0.0
Nordeste;3415.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1657.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1758.0;0.0;0.0;0.0;a>b>c>d>e;4829.0;3508.0;1321.0;5004.0;810.0;3341.0;853.0;424.0;419.0;3.0;0.0;698.0;250.0;0.0;42.0;92.0;111.0;44.0;15.0;0.0;1.0;0.0;0.0
Ponta Delgada;28363.0;629.0;249.0;0.0;0.0;0.0;0.0;0.0;0.0;612.0;0.0;0.0;0.0;14604.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12269.0;0.0;0.0;0.0;a>b>c>d>e;63925.0;29321.0;34604.0;68822.0;12094.0;48729.0;7999.0;5343.0;7944.0;153.0;0.0;22401.0;1758.0;0.0;1946.0;1457.0;5971.0;1618.0;485.0;58.0;57.0;0.0;0.0
Povoaç‹o;3848.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2626.0;0.0;0.0;0.0;a>b>c>d>e;6352.0;4002.0;2350.0;6227.0;1027.0;4288.0;912.0;732.0;485.0;4.0;0.0;945.0;0.0;0.0;68.0;166.0;127.0;32.0;15.0;0.0;2.0;0.0;0.0
Ribeira Grande;14351.0;486.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215.0;0.0;0.0;0.0;7790.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5860.0;0.0;0.0;0.0;a>b>c>d>e;27288.0;14793.0;12495.0;32587.0;7342.0;22700.0;2546.0;3192.0;2467.0;36.0;0.0;7644.0;856.0;0.0;2125.0;1655.0;1095.0;609.0;44.0;0.0;11.0;0.0;0.0
Vila Franca do Campo;6169.0;0.0;0.0;0.0;0.0;0.0;460.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2576.0;0.0;0.0;0.0;0.0;0.0;3091.0;0.0;0.0;0.0;a>b>c>d>e;10453.0;6273.0;4180.0;11320.0;2089.0;7949.0;1282.0;1352.0;799.0;10.0;0.0;1615.0;358.0;0.0;94.0;305.0;409.0;112.0;30.0;0.0;4.0;0.0;0.0
Angra do Hero’smo;16044.0;529.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;391.0;0.0;0.0;0.0;0.0;7414.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7710.0;0.0;0.0;0.0;a>b>c>d>e;33016.0;17119.0;15897.0;35109.0;5659.0;24234.0;5217.0;2810.0;3758.0;52.0;0.0;8242.0;1421.0;0.0;703.0;603.0;2269.0;605.0;127.0;0.0;16.0;0.0;0.0
Vila da Praia da Vit—ria;8492.0;123.0;528.0;0.0;0.0;0.0;0.0;0.0;0.0;86.0;0.0;0.0;0.0;2203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5552.0;0.0;0.0;0.0;b>a>c>d>e;19316.0;8935.0;10381.0;21532.0;3360.0;15326.0;2846.0;1879.0;2265.0;17.0;0.0;3924.0;931.0;0.0;339.0;463.0;821.0;273.0;39.0;0.0;8.0;0.0;0.0
Santa Cruz da Graciosa;2694.0;0.0;0.0;0.0;0.0;0.0;186.0;0.0;0.0;0.0;0.0;0.0;0.0;1006.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1502.0;0.0;0.0;0.0;a>b>c>d>e;4473.0;2804.0;1669.0;4405.0;607.0;2939.0;860.0;529.0;353.0;9.0;0.0;858.0;286.0;0.0;54.0;91.0;162.0;34.0;17.0;0.0;1.0;0.0;0.0
Calheta [R.A.A.];2474.0;0.0;0.0;0.0;0.0;0.0;1044.0;0.0;0.0;0.0;0.0;0.0;0.0;702.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;728.0;0.0;0.0;0.0;a>b>c>d>e;3677.0;2548.0;1129.0;3505.0;523.0;2235.0;747.0;536.0;253.0;4.0;0.0;905.0;302.0;0.0;218.0;63.0;208.0;28.0;13.0;0.0;0.0;0.0;0.0
Velas;3367.0;0.0;1716.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;937.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;714.0;0.0;0.0;0.0;b>a>c>d>e;5043.0;3489.0;1554.0;5347.0;734.0;3724.0;890.0;497.0;520.0;13.0;0.0;1263.0;231.0;0.0;58.0;180.0;433.0;72.0;20.0;0.0;6.0;0.0;0.0
Lajes do Pico;3225.0;0.0;148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1701.0;0.0;0.0;0.0;b>a>c>d>e;4517.0;3324.0;1193.0;4701.0;623.0;3092.0;987.0;409.0;484.0;12.0;0.0;939.0;0.0;0.0;80.0;73.0;186.0;61.0;14.0;0.0;0.0;0.0;0.0
Madalena;3778.0;0.0;146.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;1827.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0;0.0;0.0;0.0;b>a>c>d>e;5609.0;3860.0;1749.0;6051.0;865.0;4082.0;1104.0;435.0;738.0;30.0;0.0;1503.0;0.0;0.0;86.0;234.0;277.0;72.0;23.0;0.0;6.0;0.0;0.0
S‹o Roque do Pico;2119.0;0.0;91.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1024.0;0.0;0.0;0.0;b>a>c>d>e;3215.0;2201.0;1014.0;3371.0;441.0;2324.0;606.0;221.0;408.0;5.0;0.0;736.0;0.0;0.0;58.0;145.0;157.0;54.0;16.0;0.0;4.0;0.0;0.0
Horta;7652.0;303.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2729.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4207.0;0.0;0.0;0.0;a>b>c>d>e;13166.0;8024.0;5142.0;15004.0;2307.0;10364.0;2333.0;914.0;1868.0;37.0;0.0;3751.0;0.0;10.0;304.0;340.0;717.0;214.0;50.0;0.0;19.0;0.0;0.0
Lajes das Flores;1034.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;477.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;557.0;0.0;0.0;0.0;a>b>c>d>e;1302.0;1068.0;234.0;1527.0;213.0;1014.0;301.0;141.0;143.0;0.0;0.0;337.0;114.0;0.0;7.0;42.0;51.0;7.0;0.0;0.0;0.0;0.0;0.0
Santa Cruz das Flores;1269.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;396.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;873.0;0.0;0.0;0.0;a>b>c>d>e;1938.0;1341.0;597.0;2248.0;304.0;1561.0;383.0;158.0;221.0;2.0;0.0;542.0;136.0;0.0;32.0;108.0;110.0;47.0;13.0;0.0;1.0;0.0;0.0
Corvo;254.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.0;0.0;0.0;0.0;a>b>c>d>e;356.0;273.0;83.0;456.0;70.0;297.0;89.0;42.0;46.0;1.0;0.0;95.0;42.0;0.0;3.0;6.0;13.0;9.0;0.0;0.0;0.0;0.0;0.0
Calheta [R.A.M.];6375.0;0.0;1727.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;3890.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535.0;0.0;0.0;0.0;b>a>c>d>e;12550.0;6645.0;5905.0;11334.0;1614.0;7224.0;2496.0;1926.0;1067.0;20.0;805.2;2443.0;563.0;0.0;149.0;843.0;197.0;93.0;35.0;0.0;17.0;0.0;0.0
C‰mara de Lobos;14572.0;0.0;2548.0;0.0;0.0;0.0;0.0;2198.0;605.0;878.0;0.0;0.0;0.0;6186.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2157.0;0.0;b>a>c>d>e;32457.0;15515.0;16942.0;34912.0;6825.0;24454.0;3633.0;4927.0;2813.0;56.0;729.7;4896.0;1075.0;0.0;651.0;971.0;759.0;281.0;43.0;0.0;71.0;0.0;0.0
Funchal;50884.0;0.0;7828.0;0.0;0.0;0.0;0.0;0.0;0.0;4504.0;0.0;0.0;0.0;17450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21102.0;0.0;0.0;b>a>c>d>e;106637.0;53808.0;52829.0;108601.0;15618.0;75608.0;17376.0;8827.0;15081.0;517.0;924.0;37549.0;1095.0;34.0;1789.0;2408.0;7952.0;3658.0;555.0;0.0;801.0;0.0;0.0
Machico;11219.0;141.0;829.0;0.0;0.0;0.0;0.0;0.0;246.0;168.0;0.0;0.0;0.0;3926.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5631.0;0.0;0.0;278.0;b>a>c>d>e;21036.0;11756.0;9280.0;21242.0;3150.0;15103.0;2989.0;2508.0;2055.0;39.0;881.1;3090.0;261.0;0.0;388.0;605.0;523.0;175.0;42.0;0.0;45.0;0.0;0.0
Ponta do Sol;4790.0;89.0;404.0;0.0;0.0;0.0;341.0;0.0;0.0;54.0;0.0;0.0;0.0;2774.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1020.0;0.0;0.0;108.0;b>a>c>d>e;9793.0;4956.0;4837.0;8793.0;1506.0;5813.0;1474.0;1249.0;791.0;14.0;649.2;1706.0;628.0;16.0;81.0;278.0;241.0;70.0;19.0;0.0;8.0;0.0;0.0
Porto Moniz;2125.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;1011.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1067.0;0.0;0.0;0.0;b>a>c>d>e;3453.0;2173.0;1280.0;2556.0;323.0;1614.0;620.0;610.0;197.0;4.0;697.4;485.0;134.0;0.0;25.0;42.0;47.0;15.0;0.0;0.0;5.0;0.0;0.0
Ribeira Brava;6525.0;185.0;1381.0;0.0;0.0;0.0;0.0;0.0;0.0;241.0;0.0;0.0;0.0;2878.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1507.0;0.0;0.0;333.0;b>a>c>d>e;14132.0;6916.0;7216.0;12961.0;2244.0;8681.0;2036.0;2191.0;1249.0;19.0;672.6;1971.0;296.0;0.0;139.0;328.0;412.0;137.0;45.0;0.0;16.0;0.0;0.0
Santa Cruz;20670.0;0.0;0.0;0.0;0.0;0.0;13886.0;0.0;806.0;999.0;0.0;0.0;0.0;4979.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a>b>c>d>e;37490.0;21554.0;15936.0;43678.0;8034.0;31273.0;4371.0;2837.0;6284.0;100.0;832.7;6518.0;378.0;0.0;568.0;610.0;1303.0;714.0;51.0;0.0;36.0;0.0;0.0
Santana;4861.0;60.0;2605.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0;0.0;0.0;0.0;1667.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;392.0;0.0;0.0;65.0;b>a>c>d>e;8516.0;5037.0;3479.0;7338.0;885.0;4740.0;1714.0;1512.0;676.0;8.0;709.6;865.0;211.0;0.0;32.0;77.0;146.0;58.0;0.0;0.0;12.0;0.0;0.0
S‹o Vicente;3590.0;41.0;0.0;0.0;0.0;0.0;2380.0;0.0;0.0;33.0;0.0;0.0;0.0;1136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;a>b>c>d>e;6470.0;3679.0;2791.0;5467.0;701.0;3436.0;1331.0;1140.0;508.0;10.0;732.6;992.0;268.0;0.0;65.0;129.0;170.0;42.0;19.0;0.0;8.0;0.0;0.0
Porto Santo;3463.0;0.0;328.0;0.0;0.0;0.0;131.0;0.0;0.0;53.0;0.0;0.0;0.0;1310.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1484.0;0.0;0.0;157.0;b>a>c>d>e;5707.0;3583.0;2124.0;5323.0;796.0;3893.0;634.0;399.0;852.0;9.0;921.7;894.0;29.0;0.0;23.0;53.0;197.0;106.0;15.0;0.0;2.0;0.0;0.0
