Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidad‹os;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Voters Total;Voters Voting;Voters Abstention;Residents Total;Residents 0-14;Residents 15-64;Residents 65+;Population without Education;Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;Employees per Sector Construction;Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;Employees per Economic Sector Banks;Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;Unemployment <25
Valongo;37420.0;1797.0;1056.0;0.0;0.0;0.0;0.0;0.0;0.0;3426.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15132.0;0.0;0.0;0.0;0.0;0.0;16009.0;0.0;0.0;0.0;a>b>c>d>e;80945.0;41186.0;39759.0;95004.0;15169.0;66231.0;13604.0;5562.0;12981.0;255.0;761.1;20274.0;279.0;78.0;4557.0;2368.0;5072.0;2366.0;174.0;0.0;93.0;9294.1;1254.4
Vila do Conde;36466.0;983.0;1223.0;0.0;0.0;0.0;0.0;0.0;0.0;2009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14042.0;0.0;0.0;0.0;0.0;0.0;18209.0;0.0;0.0;0.0;b>a>c>d>e;69418.0;38994.0;30424.0;79774.0;12482.0;54869.0;12424.0;5488.0;9091.0;257.0;831.8;24651.0;2377.0;23.0;7518.0;2684.0;5458.0;879.0;139.0;19.0;274.0;5740.8;777.8
Vila Nova de Gaia;127158.0;4266.0;0.0;0.0;0.0;0.0;29797.0;0.0;0.0;8876.0;2087.0;0.0;0.0;0.0;27813.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53146.0;0.0;0.0;1173.0;a>b>c>d>e;261037.0;139300.0;121737.0;302989.0;45501.0;208673.0;48815.0;18851.0;41476.0;945.0;874.4;73976.0;875.0;23.0;19536.0;5532.0;15839.0;6026.0;568.0;28.0;574.0;33342.4;3998.3
Boticas;4051.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;392.0;0.0;0.0;0.0;2748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;911.0;0.0;0.0;0.0;a>b>c>d>e;7762.0;4252.0;3510.0;5540.0;539.0;3276.0;1725.0;1269.0;475.0;7.0;636.0;1000.0;266.0;63.0;159.0;130.0;177.0;35.0;0.0;0.0;4.0;331.4;37.8
Chaves;23163.0;0.0;780.0;0.0;0.0;0.0;3706.0;0.0;0.0;1547.0;0.0;0.0;0.0;9767.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7363.0;0.0;0.0;0.0;b>a>c>d>e;46095.0;24785.0;21310.0;40788.0;4714.0;25924.0;10150.0;4900.0;5326.0;92.0;712.5;8598.0;750.0;61.0;993.0;931.0;2252.0;277.0;97.0;9.0;45.0;2656.5;347.8
Montalegre;7918.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132.0;0.0;0.0;0.0;0.0;2873.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4913.0;0.0;0.0;0.0;a>b>c>d>e;15201.0;8345.0;6856.0;10049.0;883.0;5823.0;3344.0;2193.0;951.0;15.0;659.3;1846.0;685.0;0.0;151.0;176.0;328.0;55.0;30.0;0.0;13.0;439.6;68.0
Ribeira de Pena;5050.0;0.0;99.0;0.0;0.0;0.0;273.0;145.0;0.0;45.0;0.0;0.0;0.0;1866.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2622.0;0.0;0.0;0.0;b>a>c>d>e;8807.0;5199.0;3608.0;6383.0;810.0;3938.0;1636.0;1468.0;499.0;4.0;688.9;1126.0;0.0;0.0;83.0;330.0;131.0;36.0;11.0;0.0;5.0;489.1;80.0
Valpaços;11079.0;0.0;262.0;0.0;0.0;0.0;0.0;0.0;0.0;198.0;0.0;0.0;0.0;7295.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3324.0;0.0;0.0;0.0;b>a>c>d>e;21152.0;11674.0;9478.0;16252.0;1592.0;9420.0;5241.0;3478.0;1332.0;27.0;639.6;3905.0;1785.0;43.0;229.0;479.0;620.0;111.0;40.0;8.0;12.0;980.7;145.6
Vila Pouca de Aguiar;9222.0;0.0;102.0;0.0;0.0;0.0;0.0;0.0;0.0;330.0;0.0;0.0;0.0;4449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4341.0;0.0;0.0;0.0;b>a>c>d>e;17296.0;9592.0;7704.0;12819.0;1387.0;7930.0;3503.0;2074.0;1195.0;22.0;669.4;2847.0;512.0;179.0;592.0;337.0;478.0;92.0;31.0;0.0;9.0;784.9;105.8
Amarante;31543.0;575.0;0.0;0.0;0.0;0.0;5146.0;0.0;0.0;679.0;0.0;0.0;0.0;0.0;12824.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12319.0;0.0;0.0;0.0;a>b>c>d>e;54232.0;32806.0;21426.0;55424.0;8269.0;38209.0;8947.0;6125.0;5745.0;157.0;723.9;14170.0;588.0;27.0;3114.0;4362.0;2507.0;585.0;81.0;0.0;57.0;4921.3;676.4
Bai‹o;11473.0;0.0;498.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;2211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8573.0;0.0;0.0;0.0;b>a>c>d>e;18356.0;12005.0;6351.0;20009.0;2769.0;13429.0;3812.0;3429.0;1634.0;31.0;615.9;3141.0;344.0;0.0;396.0;1133.0;564.0;124.0;19.0;0.0;15.0;2111.3;329.4
Castelo de Paiva;10932.0;72.0;94.0;0.0;0.0;0.0;0.0;0.0;0.0;106.0;0.0;0.0;0.0;4036.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6624.0;0.0;0.0;0.0;b>a>c>d>e;14782.0;11221.0;3561.0;16350.0;2503.0;11240.0;2608.0;1466.0;1454.0;25.0;625.0;3306.0;0.0;0.0;1228.0;576.0;577.0;94.0;19.0;0.0;9.0;1413.2;178.4
Celorico de Basto;11720.0;0.0;740.0;0.0;0.0;0.0;0.0;0.0;0.0;434.0;0.0;0.0;0.0;7866.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2680.0;0.0;0.0;0.0;b>a>c>d>e;19369.0;12255.0;7114.0;19874.0;2840.0;13204.0;3830.0;2727.0;1947.0;26.0;667.1;3055.0;248.0;0.0;748.0;483.0;592.0;101.0;22.0;0.0;16.0;1781.9;283.9
Cinf‹es;11781.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;289.0;0.0;0.0;0.0;0.0;4454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7038.0;0.0;0.0;0.0;a>b>c>d>e;18287.0;12195.0;6092.0;19800.0;2814.0;12842.0;4145.0;3155.0;1524.0;30.0;621.5;3091.0;330.0;0.0;212.0;1103.0;563.0;320.0;18.0;0.0;19.0;2144.2;293.3
Felgueiras;32324.0;554.0;2424.0;0.0;0.0;0.0;0.0;0.0;0.0;728.0;282.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19615.0;0.0;0.0;0.0;0.0;0.0;8721.0;0.0;0.0;0.0;b>a>c>d>e;51622.0;33639.0;17983.0;57789.0;9107.0;41287.0;7395.0;5231.0;5717.0;255.0;620.9;27367.0;0.0;0.0;18190.0;1684.0;3406.0;750.0;125.0;24.0;60.0;2923.6;422.3
Lousada;27125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;751.0;0.0;0.0;0.0;0.0;12512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13862.0;0.0;0.0;0.0;a>b>c>d>e;39997.0;27916.0;12081.0;47375.0;8185.0;33852.0;5339.0;4033.0;3904.0;153.0;605.5;14985.0;264.0;0.0;7005.0;2687.0;2690.0;318.0;43.0;0.0;39.0;3757.9;520.3
Marco de Canaveses;26925.0;0.0;0.0;0.0;0.0;0.0;8713.0;0.0;0.0;922.0;0.0;0.0;0.0;11532.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5758.0;0.0;0.0;0.0;a>b>c>d>e;46830.0;28249.0;18581.0;53120.0;8915.0;37117.0;7088.0;5107.0;4755.0;133.0;691.4;14363.0;231.0;597.0;3290.0;4926.0;2588.0;526.0;89.0;0.0;39.0;5222.1;859.3
Paços de Ferreira;29530.0;0.0;437.0;0.0;0.0;0.0;0.0;0.0;0.0;814.0;0.0;0.0;0.0;13669.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14437.0;0.0;0.0;173.0;b>a>c>d>e;47020.0;30764.0;16256.0;56965.0;9689.0;40774.0;6502.0;4417.0;4516.0;199.0;612.7;19539.0;101.0;70.0;11408.0;824.0;3548.0;548.0;106.0;7.0;51.0;5482.9;747.4
Penafiel;42352.0;616.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1396.0;0.0;0.0;0.0;0.0;22235.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18105.0;0.0;0.0;0.0;a>b>c>d>e;62440.0;44021.0;18419.0;71641.0;11815.0;50361.0;9466.0;6801.0;7240.0;165.0;704.4;20372.0;502.0;263.0;6399.0;4514.0;3767.0;564.0;94.0;47.0;67.0;6045.0;943.8
Resende;7407.0;0.0;0.0;0.0;0.0;0.0;0.0;234.0;0.0;83.0;0.0;0.0;0.0;0.0;3187.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3903.0;0.0;0.0;0.0;a>b>c>d>e;11175.0;7697.0;3478.0;10992.0;1579.0;7030.0;2384.0;2047.0;961.0;20.0;646.8;2310.0;941.0;0.0;140.0;311.0;503.0;47.0;17.0;0.0;0.0;1085.7;190.6
Alij—;7841.0;0.0;256.0;0.0;0.0;0.0;1770.0;0.0;0.0;158.0;0.0;0.0;0.0;3298.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2359.0;0.0;0.0;0.0;b>a>c>d>e;13140.0;8288.0;4852.0;11547.0;1301.0;6938.0;3308.0;1868.0;1082.0;16.0;737.9;3453.0;1818.0;0.0;400.0;175.0;418.0;89.0;18.0;11.0;9.0;777.8;98.7
Armamar;4137.0;73.0;900.0;0.0;0.0;0.0;0.0;0.0;0.0;226.0;0.0;0.0;0.0;2449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;489.0;0.0;0.0;0.0;b>a>c>d>e;6421.0;4299.0;2122.0;6113.0;707.0;3853.0;1554.0;875.0;611.0;19.0;654.9;2020.0;669.0;0.0;187.0;155.0;669.0;35.0;0.0;0.0;7.0;446.0;94.3
Carrazeda de Ansi‹es;4085.0;0.0;789.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;2615.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;621.0;0.0;0.0;0.0;b>a>c>d>e;7124.0;4368.0;2756.0;6118.0;645.0;3466.0;2008.0;1195.0;533.0;13.0;643.8;1358.0;595.0;0.0;103.0;85.0;278.0;41.0;0.0;0.0;2.0;323.0;52.5
Freixo de Espada ˆ Cinta;2677.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;1357.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1295.0;0.0;0.0;0.0;a>b>c>d>e;3691.0;2834.0;857.0;3650.0;415.0;2078.0;1157.0;759.0;279.0;3.0;611.7;646.0;189.0;0.0;60.0;168.0;67.0;11.0;0.0;0.0;0.0;268.9;27.5
Lamego;14875.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;590.0;0.0;0.0;0.0;0.0;8548.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5737.0;0.0;0.0;0.0;a>b>c>d>e;25886.0;15825.0;10061.0;26150.0;3380.0;17497.0;5274.0;3373.0;3060.0;46.0;704.4;5486.0;945.0;0.0;569.0;850.0;1263.0;432.0;47.0;19.0;17.0;3181.2;424.4
Mes‹o Frio;2975.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;1090.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1838.0;0.0;0.0;0.0;b>a>c>d>e;4277.0;3095.0;1182.0;4273.0;581.0;2822.0;870.0;687.0;444.0;11.0;638.0;1003.0;464.0;0.0;43.0;184.0;142.0;36.0;0.0;0.0;3.0;446.3;80.9
Moimenta da Beira;5902.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0;1813.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3920.0;0.0;0.0;0.0;a>b>c>d>e;11528.0;6341.0;5187.0;10066.0;1362.0;6346.0;2358.0;1412.0;1084.0;14.0;651.0;2343.0;490.0;0.0;275.0;249.0;658.0;28.0;39.0;7.0;11.0;779.3;123.8
Murça;4189.0;0.0;290.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;1877.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1980.0;0.0;0.0;0.0;b>a>c>d>e;7143.0;4370.0;2773.0;5817.0;718.0;3509.0;1590.0;1058.0;520.0;9.0;634.9;1336.0;587.0;0.0;156.0;75.0;197.0;25.0;0.0;0.0;1.0;395.5;47.2
Penedono;1979.0;0.0;74.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;1238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;642.0;0.0;0.0;0.0;b>a>c>d>e;3602.0;2092.0;1510.0;2854.0;344.0;1756.0;754.0;489.0;283.0;6.0;632.1;789.0;399.0;0.0;36.0;89.0;119.0;12.0;0.0;0.0;2.0;145.4;20.3
Peso da R_gua;9363.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;412.0;0.0;0.0;0.0;5587.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3364.0;0.0;0.0;0.0;a>b>c>d>e;16861.0;9903.0;6958.0;16695.0;2130.0;11294.0;3271.0;2184.0;1961.0;46.0;764.9;4177.0;1394.0;0.0;358.0;555.0;790.0;131.0;43.0;0.0;27.0;1428.1;219.3
Sabrosa;4255.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.0;0.0;0.0;0.0;1632.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2495.0;0.0;0.0;0.0;a>b>c>d>e;6915.0;4476.0;2439.0;6214.0;773.0;3855.0;1587.0;1048.0;567.0;8.0;868.2;1601.0;778.0;16.0;201.0;148.0;178.0;29.0;0.0;0.0;7.0;426.2;53.6
Santa Marta de Penagui‹o;4903.0;0.0;176.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;0.0;0.0;0.0;1683.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2962.0;0.0;0.0;0.0;b>a>c>d>e;8218.0;5140.0;3078.0;7099.0;824.0;4533.0;1742.0;1406.0;633.0;14.0;659.2;2254.0;1387.0;0.0;155.0;218.0;256.0;28.0;12.0;7.0;2.0;508.2;71.1
S‹o Jo‹o da Pesqueira;4484.0;0.0;179.0;0.0;0.0;0.0;1661.0;0.0;0.0;77.0;0.0;0.0;0.0;2051.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;516.0;0.0;0.0;0.0;b>a>c>d>e;7622.0;4705.0;2917.0;7611.0;996.0;4932.0;1684.0;1236.0;671.0;10.0;711.2;2380.0;1403.0;0.0;226.0;124.0;280.0;81.0;13.0;20.0;2.0;396.4;59.3
Sernancelhe;4570.0;0.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;2499.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1898.0;0.0;0.0;0.0;b>a>c>d>e;6708.0;4700.0;2008.0;5614.0;676.0;3514.0;1425.0;854.0;618.0;9.0;615.9;1326.0;339.0;34.0;238.0;155.0;296.0;25.0;0.0;0.0;3.0;326.8;67.5
Tabuaço;4082.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;0.0;0.0;0.0;0.0;2089.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1888.0;0.0;0.0;0.0;a>b>c>d>e;6089.0;4246.0;1843.0;6274.0;708.0;4085.0;1482.0;964.0;610.0;18.0;724.5;1256.0;504.0;0.0;125.0;150.0;192.0;46.0;0.0;32.0;2.0;570.1;89.3
Tarouca;4604.0;188.0;206.0;0.0;0.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0;0.0;2438.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1696.0;0.0;0.0;0.0;b>a>c>d>e;8027.0;4773.0;3254.0;7927.0;1160.0;5202.0;1566.0;990.0;784.0;12.0;672.7;1554.0;210.0;0.0;108.0;267.0;467.0;219.0;14.0;0.0;3.0;648.0;101.1
Torre de Moncorvo;5921.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;0.0;0.0;0.0;0.0;3191.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2533.0;0.0;0.0;0.0;a>b>c>d>e;9389.0;6203.0;3186.0;8297.0;729.0;4710.0;2858.0;1641.0;886.0;14.0;905.1;1936.0;291.0;0.0;83.0;703.0;342.0;72.0;17.0;0.0;6.0;500.8;61.6
Vila Nova de Foz C™a;4950.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;2763.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2090.0;0.0;0.0;0.0;a>b>c>d>e;8286.0;5207.0;3079.0;7043.0;719.0;4126.0;2199.0;1204.0;747.0;7.0;726.1;1517.0;604.0;69.0;173.0;112.0;256.0;36.0;0.0;0.0;6.0;340.8;52.1
Vila Real;29217.0;612.0;1482.0;0.0;0.0;0.0;0.0;0.0;0.0;730.0;0.0;0.0;0.0;12926.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13467.0;0.0;0.0;0.0;b>a>c>d>e;50907.0;30605.0;20302.0;51213.0;7323.0;34574.0;9317.0;4468.0;7426.0;124.0;799.5;11878.0;1716.0;80.0;1010.0;1138.0;2660.0;698.0;172.0;26.0;75.0;3719.7;500.4
Alf‰ndega da F_;3803.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;0.0;1544.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2195.0;0.0;0.0;0.0;a>b>c>d>e;5841.0;4032.0;1809.0;4884.0;457.0;2900.0;1527.0;930.0;488.0;9.0;634.4;943.0;401.0;0.0;71.0;77.0;151.0;21.0;0.0;0.0;5.0;319.4;45.9
Bragança;18986.0;207.0;413.0;0.0;0.0;0.0;3308.0;0.0;0.0;405.0;0.0;0.0;0.0;9449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5204.0;0.0;0.0;0.0;b>a>c>d>e;36647.0;20000.0;16647.0;34832.0;4217.0;22701.0;7915.0;4022.0;4749.0;91.0;749.5;9233.0;2274.0;0.0;908.0;932.0;1914.0;325.0;113.0;43.0;63.0;2258.7;331.8
Macedo de Cavaleiros;10707.0;0.0;1308.0;0.0;0.0;0.0;0.0;0.0;0.0;192.0;0.0;0.0;0.0;4663.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4544.0;0.0;0.0;0.0;b>a>c>d>e;18943.0;11284.0;7659.0;15328.0;1664.0;9245.0;4419.0;2323.0;1616.0;40.0;692.5;3810.0;1335.0;23.0;244.0;340.0;885.0;85.0;43.0;0.0;16.0;994.9;133.8
Miranda do Douro;5294.0;34.0;0.0;0.0;92.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;2346.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2786.0;0.0;0.0;0.0;d>a>b>c>e;7988.0;5542.0;2446.0;7352.0;719.0;4287.0;2347.0;1322.0;838.0;19.0;689.2;1817.0;553.0;0.0;252.0;207.0;388.0;41.0;20.0;11.0;5.0;325.2;41.4
Mirandela;12403.0;201.0;2567.0;0.0;0.0;0.0;0.0;0.0;0.0;451.0;0.0;0.0;0.0;6376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2808.0;0.0;0.0;0.0;b>a>c>d>e;24758.0;13235.0;11523.0;23143.0;2662.0;14640.0;5842.0;3292.0;2861.0;46.0;708.8;5286.0;1145.0;0.0;616.0;354.0;1294.0;244.0;64.0;0.0;28.0;1881.8;286.3
Mogadouro;7092.0;0.0;148.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;0.0;0.0;0.0;3439.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3449.0;0.0;0.0;0.0;b>a>c>d>e;11222.0;7424.0;3798.0;9173.0;882.0;5299.0;2993.0;1830.0;912.0;18.0;664.1;2005.0;801.0;0.0;125.0;207.0;400.0;54.0;20.0;0.0;8.0;503.2;65.1
Vila Flor;4522.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;1615.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2716.0;0.0;0.0;0.0;a>b>c>d>e;7534.0;4765.0;2769.0;6485.0;685.0;3957.0;1843.0;1068.0;647.0;11.0;631.2;1549.0;679.0;0.0;124.0;100.0;275.0;45.0;10.0;0.0;7.0;422.3;51.7
Vimioso;3637.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1369.0;0.0;0.0;0.0;a>b>c>d>e;6328.0;3814.0;2514.0;4480.0;432.0;2427.0;1622.0;991.0;362.0;13.0;622.9;763.0;0.0;0.0;67.0;100.0;179.0;25.0;12.0;0.0;3.0;188.6;27.4
Vinhais;6744.0;0.0;0.0;0.0;0.0;2426.0;0.0;0.0;0.0;111.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4207.0;0.0;0.0;0.0;e>a>b>c>d;11179.0;7100.0;4079.0;8672.0;687.0;4596.0;3389.0;1779.0;731.0;10.0;640.4;1854.0;888.0;0.0;130.0;171.0;278.0;50.0;16.0;0.0;9.0;455.8;60.3
Alcobaça;23447.0;566.0;4649.0;0.0;0.0;0.0;0.0;0.0;0.0;3176.0;0.0;0.0;245.0;9564.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5247.0;0.0;0.0;0.0;b>a>c>d>e;49425.0;26517.0;22908.0;55844.0;7590.0;36639.0;11616.0;5701.0;7184.0;156.0;740.2;18142.0;1321.0;290.0;5702.0;1601.0;4563.0;852.0;137.0;45.0;68.0;2966.0;413.4
Alenquer;16432.0;1128.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2918.0;0.0;0.0;0.0;0.0;0.0;0.0;4991.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7395.0;0.0;0.0;0.0;a>b>c>d>e;34660.0;17670.0;16990.0;43140.0;7144.0;28306.0;7690.0;4111.0;6173.0;98.0;881.5;11755.0;863.0;127.0;3682.0;953.0;2537.0;677.0;71.0;29.0;52.0;2528.4;258.8
Arruda dos Vinhos;5779.0;0.0;184.0;0.0;0.0;0.0;0.0;0.0;0.0;529.0;0.0;0.0;0.0;2149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2917.0;0.0;0.0;0.0;b>a>c>d>e;10399.0;6098.0;4301.0;14053.0;2537.0;8966.0;2551.0;1039.0;1957.0;49.0;846.3;3855.0;174.0;0.0;591.0;232.0;893.0;190.0;27.0;0.0;17.0;610.9;50.3
Bombarral;5573.0;0.0;712.0;0.0;0.0;0.0;0.0;0.0;0.0;779.0;0.0;0.0;0.0;2469.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1613.0;0.0;0.0;0.0;b>a>c>d>e;11928.0;6084.0;5844.0;12940.0;1719.0;8323.0;2899.0;1458.0;1550.0;28.0;701.2;3269.0;577.0;0.0;480.0;258.0;1153.0;164.0;34.0;0.0;13.0;730.0;84.5
Cadaval;6995.0;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;360.0;0.0;0.0;0.0;3322.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3102.0;0.0;0.0;0.0;d>a>b>c>e;12560.0;7360.0;5200.0;14057.0;1951.0;8431.0;3676.0;1823.0;1671.0;28.0;697.7;3354.0;889.0;35.0;434.0;316.0;927.0;148.0;20.0;21.0;19.0;768.8;91.7
Caldas da Rainha;19583.0;602.0;1962.0;0.0;0.0;0.0;1863.0;0.0;0.0;1089.0;0.0;0.0;0.0;9216.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4851.0;0.0;0.0;0.0;b>a>c>d>e;45471.0;21144.0;24327.0;51760.0;7392.0;33704.0;10665.0;4697.0;7513.0;153.0;752.6;15378.0;960.0;0.0;2072.0;1143.0;3488.0;2847.0;138.0;44.0;63.0;3101.1;362.2
